OBJECTID	SEG_ID	STREETNAME	ST_CODE	ONEWAY	CLASS	TYPE	Shape__Length
399	322751	S  15TH  ST	88080	FT	4	Sharrow	0.001216439
400	321626	S  18TH  ST	88140	TF	4	Sharrow	0.000490773
401	321652	S  21ST  ST	88200	FT	4	Sharrow	0.000503964
402	321653	S  21ST  ST	88200	FT	4	Sharrow	0.00049669
403	321657	S  21ST  ST	88200	FT	4	Sharrow	0.000831882
404	321459	WASHINGTON  AVE	81560	B	2	Conventional	0.001956019
405	321654	S  21ST  ST	88200	FT	4	Sharrow	0.000360312
406	321661	S  22ND  ST	88220	TF	3	Conventional	0.000498308
407	321457	WASHINGTON  AVE	81560	B	2	Conventional	0.001669391
408	321662	S  22ND  ST	88220	TF	3	Conventional	0.000469716
409	321795	S  22ND  ST	88220	TF	3	Conventional	0.000294524
410	321796	S  22ND  ST	88220	TF	3	Conventional	0.000353438
411	321458	WASHINGTON  AVE	81560	B	2	Conventional	0.001601095
412	322753	S  22ND  ST	88220	TF	3	Conventional	4.54E-05
413	321659	S  22ND  ST	88220	TF	3	Conventional	7.49E-05
414	323193	S  22ND  ST	88220	TF	3	Conventional	0.000132135
415	322754	S  22ND  ST	88220	TF	3	Conventional	0.000271906
416	321660	S  22ND  ST	88220	TF	3	Conventional	0.000506998
417	321081	GRAYS FERRY  AVE	38340	B	3	Sharrow	0.001044509
418	321456	WASHINGTON  AVE	81560	B	2	Conventional	0.001658939
419	321455	WASHINGTON  AVE	81560	B	2	Conventional	0.00182471
420	321082	GRAYS FERRY  AVE	38340	B	3	Sharrow	0.000514943
421	321083	GRAYS FERRY  AVE	38340	B	3	Sharrow	0.000346874
422	321797	S  22ND  ST	88220	TF	3	Conventional	0.000491698
423	321798	S  22ND  ST	88220	TF	3	Conventional	0.000459053
424	321799	S  22ND  ST	88220	TF	3	Conventional	0.000390665
425	321800	S  22ND  ST	88220	TF	3	Conventional	0.000344682
426	321832	S  22ND  ST	88220	TF	3	Conventional	0.00040462
427	321835	S  22ND  ST	88220	TF	3	Conventional	0.000428501
428	321834	S  22ND  ST	88220	TF	3	Conventional	0.000385921
429	321833	S  22ND  ST	88220	TF	3	Conventional	0.000426207
430	321578	GRAYS FERRY  AVE	38340	B	2	Conventional	0.000314418
431	321577	GRAYS FERRY  AVE	38340	B	2	Conventional	0.000617512
432	321579	GRAYS FERRY  AVE	38340	B	2	Conventional	0.000330856
433	322981	GRAYS FERRY  AVE	38340	B	2	Conventional	0.000566247
434	321582	GRAYS FERRY  AVE	38340	B	2	Conventional	0.001627317
435	322109	GRAYS FERRY  AVE	38340	B	2	Conventional	0.001618165
436	322111	GRAYS FERRY  AVE	38340	B	2	Conventional	0.000475718
437	322113	GRAYS FERRY  AVE	38340	B	2	Conventional	0.000539377
438	322043	S  22ND  ST	88220	TF	3	Conventional	0.00043057
439	322051	S  22ND  ST	88220	TF	3	Conventional	0.000436108
440	322050	S  22ND  ST	88220	TF	3	Conventional	0.000379653
441	322049	S  22ND  ST	88220	TF	3	Conventional	0.000433946
442	322048	S  22ND  ST	88220	TF	3	Conventional	0.000438291
443	322047	S  22ND  ST	88220	TF	3	Conventional	0.000363068
444	322046	S  22ND  ST	88220	TF	3	Conventional	0.000449247
445	322045	S  22ND  ST	88220	TF	3	Conventional	0.000439359
446	322044	S  22ND  ST	88220	TF	3	Conventional	0.000380451
447	322053	S  22ND  ST	88220	TF	3	Conventional	0.000371969
448	322054	S  22ND  ST	88220	TF	3	Conventional	0.00043328
449	322056	S  22ND  ST	88220	TF	3	Conventional	0.0003729
450	322055	S  22ND  ST	88220	TF	3	Conventional	0.000449582
451	322385	S  22ND  ST	88220	TF	3	Conventional	0.000440173
452	322052	S  22ND  ST	88220	TF	3	Conventional	0.000433254
453	321372	SNYDER  AVE	73220	B	2	Conventional	0.000327044
454	321373	SNYDER  AVE	73220	B	2	Conventional	0.000594881
455	321375	SNYDER  AVE	73220	B	2	Conventional	0.000551666
456	321374	SNYDER  AVE	73220	B	2	Conventional	0.000501602
457	321376	SNYDER  AVE	73220	B	2	Conventional	0.000569055
458	321377	SNYDER  AVE	73220	B	2	Conventional	0.00050458
459	321296	SNYDER  AVE	73220	B	2	Conventional	0.000551251
460	322386	S  22ND  ST	88220	TF	3	Conventional	0.001254663
461	322387	S  22ND  ST	88220	TF	3	Conventional	0.001239851
462	321378	SNYDER  AVE	73220	B	2	Conventional	0.000591435
463	321379	SNYDER  AVE	73220	B	2	Conventional	0.000575743
464	321380	SNYDER  AVE	73220	B	2	Conventional	0.000478031
465	321381	SNYDER  AVE	73220	B	2	Conventional	0.000545023
466	321382	SNYDER  AVE	73220	B	2	Conventional	0.000766568
467	321383	SNYDER  AVE	73220	B	2	Conventional	0.000541103
468	321292	SNYDER  AVE	73220	B	2	Conventional	0.000623095
469	321293	SNYDER  AVE	73220	B	2	Conventional	0.000560902
470	321294	SNYDER  AVE	73220	B	2	Conventional	0.000474215
471	321295	SNYDER  AVE	73220	B	2	Conventional	0.000552469
472	322564	W  PASSYUNK  AVE	63240	B	3	Sharrow	0.00059965
473	322517	S  22ND  ST	88220	TF	3	Conventional	0.00043168
474	322515	S  22ND  ST	88220	TF	3	Conventional	0.000465912
475	322516	S  22ND  ST	88220	TF	3	Conventional	0.000379629
476	322565	W  PASSYUNK  AVE	63240	B	3	Sharrow	0.000604989
477	321297	SNYDER  AVE	73220	B	2	Conventional	0.000466385
478	321298	SNYDER  AVE	73220	B	2	Conventional	0.000575987
479	321301	SNYDER  AVE	73220	B	2	Conventional	0.00054758
480	321303	SNYDER  AVE	73220	FT	2	Conventional	0.000446605
481	321302	SNYDER  AVE	73220	B	2	Conventional	0.000575475
482	321116	SNYDER  AVE	73220	B	2	Conventional	0.000462302
483	321115	SNYDER  AVE	73220	B	2	Conventional	0.000525427
484	321114	SNYDER  AVE	73220	B	2	Conventional	0.000605967
485	321113	SNYDER  AVE	73220	B	2	Conventional	0.000458826
486	321112	SNYDER  AVE	73220	B	2	Conventional	0.000528306
487	322324	W  PASSYUNK  AVE	63240	B	3	Conventional	0.001718786
488	321111	SNYDER  AVE	73220	FT	2	Conventional	0.000577315
489	322325	W  PASSYUNK  AVE	63240	B	3	Conventional	0.000596543
490	322326	W  PASSYUNK  AVE	63240	B	3	Conventional	0.000717481
491	322329	W  PASSYUNK  AVE	63240	B	3	Sharrow	0.001114578
492	322328	W  PASSYUNK  AVE	63240	B	3	Conventional	0.000773352
493	321300	SNYDER  AVE	73220	B	2	Conventional	0.00045938
494	321299	SNYDER  AVE	73220	B	2	Conventional	0.000559882
495	322327	W  PASSYUNK  AVE	63240	B	3	Conventional	0.000200974
496	220497	PACKER  AVE	62680	B	3	Conventional	0.001350158
497	220012	PACKER  AVE	62680	B	3	Conventional	0.0006325
498	220011	PACKER  AVE	62680	B	3	Conventional	0.000602667
499	220034	PACKER  AVE	62680	B	3	Conventional	0.000240453
500	500233	N  57TH  ST	88950	B	3	Conventional	0.000138222
501	500125	N  54TH  ST	88870	B	3	Conventional	0.002578938
502	500383	LANCASTER  AVE	48900	B	2	Conventional	0.001432156
503	500389	LANCASTER  AVE	48900	B	2	Conventional	0.001362097
504	500454	UPLAND  WAY	78980	B	4	Conventional	0.001630568
505	500319	CONSHOHOCKEN  AVE	24880	B	3	Conventional	0.000741151
506	621189	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000814318
507	621190	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000838673
508	621191	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000716848
509	621192	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000635481
510	620242	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000391502
511	620243	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000490884
512	620244	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000405912
513	620245	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000263631
514	620246	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000688969
515	620247	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.00061365
516	620257	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000129393
517	620258	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000447328
518	620250	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000571461
519	620249	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000490269
520	620251	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000787704
521	620087	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.001584857
522	621222	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.00139357
523	641941	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000532111
524	620093	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000160454
525	520754	W  LEHIGH  AVE	50000	B	2	Conventional	0.000463994
526	520753	W  LEHIGH  AVE	50000	B	2	Conventional	0.000547382
527	520750	W  LEHIGH  AVE	50000	B	2	Conventional	0.000567555
528	520751	W  LEHIGH  AVE	50000	B	2	Conventional	0.000451199
529	520110	N  33RD  ST	88440	B	2	Conventional	0.00044539
530	520119	N  33RD  ST	88440	B	2	Conventional	0.000522205
531	520102	N  33RD  ST	88440	B	2	Conventional	0.001588029
532	500129	N  57TH  ST	88950	B	3	Conventional	0.000414336
533	500409	PARKSIDE  AVE	63040	B	3	Conventional	0.001561065
534	500408	PARKSIDE  AVE	63040	B	3	Conventional	0.002468176
535	520050	BELMONT MANSION  DR	16790	B	3	Conventional	0.002733291
536	520379	N  33RD  ST	88440	B	2	Conventional	0.000684893
537	521861	W  LEHIGH  AVE	50000	B	2	Conventional	0.00160348
538	520778	W  LEHIGH  AVE	50000	B	2	Conventional	0.001605111
539	520781	W  LEHIGH  AVE	50000	B	2	Conventional	0.000563359
540	520782	W  LEHIGH  AVE	50000	B	2	Conventional	0.000570574
541	520784	W  LEHIGH  AVE	50000	B	2	Conventional	0.000560838
542	520834	W  LEHIGH  AVE	50000	B	2	Conventional	0.00057368
543	520020	W  LEHIGH  AVE	50000	B	2	Conventional	0.001067287
544	521652	W  LEHIGH  AVE	50000	B	2	Conventional	0.001527969
545	520021	N  33RD  ST	88440	B	3	Conventional	0.001119473
546	521653	W  LEHIGH  AVE	50000	B	2	Conventional	0.000639155
547	500705	CONSHOHOCKEN  AVE	24880	B	3	Conventional	0.000207798
548	521360	N  15TH  ST	88070	TF	4	Sharrow	0.001515031
549	522258	N  15TH  ST	88070	TF	4	Sharrow	0.001540278
550	741219	OLD YORK  RD	61300	B	4	Conventional	0.000774126
551	640003	OLD YORK  RD	61300	B	4	Conventional	0.000761957
552	640226	W  WYOMING  AVE	85040	B	3	Conventional	0.000647126
553	640222	W  WYOMING  AVE	85040	B	3	Conventional	0.00095673
554	640215	W  WYOMING  AVE	85040	B	3	Conventional	0.000833181
555	640197	W  WYOMING  AVE	85040	B	3	Conventional	0.000797646
556	640203	W  WYOMING  AVE	85040	B	3	Conventional	0.000791752
557	640041	OLD YORK  RD	61300	B	4	Conventional	0.00063639
558	640023	OLD YORK  RD	61300	B	4	Conventional	0.000868126
559	640193	W  WYOMING  AVE	85040	B	3	Conventional	0.000794134
560	640163	W  WYOMING  AVE	85040	B	3	Conventional	0.000803379
561	640171	W  WYOMING  AVE	85040	B	3	Conventional	0.000781407
562	640181	W  WYOMING  AVE	85040	B	3	Conventional	0.000797998
563	640188	W  WYOMING  AVE	85040	B	3	Conventional	0.000790779
564	640091	OLD YORK  RD	61300	B	4	Conventional	0.000897998
565	640148	OLD YORK  RD	61300	B	4	Conventional	0.000741828
566	640156	W  WYOMING  AVE	85040	B	3	Conventional	0.001217494
567	640264	OLD YORK  RD	61300	B	4	Conventional	0.001616277
568	640466	OLD YORK  RD	61300	B	4	Conventional	0.000534464
569	741378	RISING SUN  AVE	68600	B	3	Conventional	0.000448561
570	741377	RISING SUN  AVE	68600	B	5	Conventional	0.000219577
571	741379	RISING SUN  AVE	68600	B	3	Conventional	0.000199504
572	741380	RISING SUN  AVE	68600	B	3	Conventional	0.000345482
573	640037	N  5TH  ST	87890	B	3	Conventional	0.001526953
574	640080	N  5TH  ST	87890	B	3	Conventional	0.000804989
575	640132	N  5TH  ST	87890	B	3	Conventional	0.000715209
576	640141	N  5TH  ST	87890	B	3	Conventional	0.00015956
577	640254	N  5TH  ST	87890	B	3	Conventional	0.000851158
578	640255	W  WYOMING  AVE	85040	B	3	Conventional	0.001666413
579	640250	W  WYOMING  AVE	85040	B	3	Conventional	0.000513767
580	640262	W  WYOMING  AVE	85040	B	3	Conventional	0.0008567
581	640270	W  WYOMING  AVE	85040	B	3	Conventional	0.001020707
582	640282	W  WYOMING  AVE	85040	B	3	Conventional	0.000987862
583	640375	N  5TH  ST	87890	B	3	Conventional	0.00079523
584	640592	N  5TH  ST	87890	B	3	Conventional	0.000375076
585	640543	N  5TH  ST	87890	B	3	Conventional	0.000774266
586	640319	N  5TH  ST	87890	B	3	Conventional	0.000823795
587	640625	N  5TH  ST	87890	B	3	Conventional	0.00037176
588	640474	N  5TH  ST	87890	B	3	Conventional	0.000388527
589	640426	N  5TH  ST	87890	B	3	Conventional	0.000371093
590	640304	W  WYOMING  AVE	85040	B	3	Conventional	0.002365228
591	640311	W  WYOMING  AVE	85040	B	3	Conventional	0.000748487
592	640323	W  WYOMING  AVE	85040	B	3	Conventional	0.001537695
593	640210	RISING SUN  AVE	68600	B	3	Conventional	0.000909743
594	640334	W  WYOMING  AVE	85040	B	3	Conventional	0.00130931
595	640328	RISING SUN  AVE	68600	B	3	Conventional	0.001899307
596	640329	W  WYOMING  AVE	85040	B	3	Conventional	0.000416194
597	640150	RISING SUN  AVE	68600	B	3	Conventional	0.000931444
598	640100	RISING SUN  AVE	68600	B	3	Conventional	0.000898466
599	640383	E  WYOMING  AVE	85020	B	3	Conventional	0.000746334
600	640391	E  WYOMING  AVE	85020	B	3	Conventional	0.000579859
601	640410	E  WYOMING  AVE	85020	B	3	Conventional	0.000742145
602	640425	E  WYOMING  AVE	85020	B	3	Conventional	0.001581264
603	640853	N  5TH  ST	87890	B	3	Conventional	0.001618246
604	640684	N  5TH  ST	87890	B	3	Conventional	0.00040927
605	640663	N  5TH  ST	87890	B	3	Conventional	0.000360651
606	640764	N  5TH  ST	87890	B	3	Conventional	0.000661586
607	640735	N  5TH  ST	87890	B	3	Conventional	0.000405365
608	640718	N  5TH  ST	87890	B	3	Conventional	0.000468229
609	640800	RISING SUN  AVE	68600	B	3	Conventional	0.003690786
610	640902	N  FRONT  ST	35200	B	3	Conventional	0.004672762
611	640627	RISING SUN  AVE	68600	B	3	Conventional	0.000473565
612	640579	RISING SUN  AVE	68600	B	3	Conventional	0.000455561
613	321576	WASHINGTON  AVE	81560	B	2	Conventional	0.000903149
614	220009	PACKER  AVE	62680	B	3	Conventional	0.000626151
615	220010	PACKER  AVE	62680	B	3	Conventional	0.000598445
616	321178	WASHINGTON  AVE	81560	B	2	Conventional	0.001644012
617	220353	W  PASSYUNK  AVE	63240	B	3	Sharrow	0.000161341
618	322112	GRAYS FERRY  AVE	38340	B	2	Conventional	0.000869926
619	322110	GRAYS FERRY  AVE	38340	B	2	Conventional	0.000768671
620	321666	S  22ND  ST	88220	TF	3	Conventional	0.00035962
621	220035	PACKER  AVE	62680	B	3	Conventional	0.000392972
622	321665	S  22ND  ST	88220	TF	3	Conventional	0.000352837
623	323263	S  21ST  ST	88200	FT	4	Sharrow	5.48E-05
624	323264	S  22ND  ST	88220	TF	3	Conventional	4.88E-05
625	321196	WASHINGTON  AVE	81560	B	2	Conventional	0.00157186
626	321197	WASHINGTON  AVE	81560	B	2	Conventional	0.000548839
627	321198	WASHINGTON  AVE	81560	B	2	Conventional	0.000477352
628	321199	WASHINGTON  AVE	81560	B	2	Conventional	0.000561834
629	321627	S  18TH  ST	88140	TF	4	Sharrow	0.001247184
630	322745	WASHINGTON  AVE	81560	B	2	Conventional	0.001041086
631	321203	WASHINGTON  AVE	81560	B	2	Conventional	0.000548048
632	321200	WASHINGTON  AVE	81560	B	2	Conventional	0.000496524
633	321201	WASHINGTON  AVE	81560	B	2	Conventional	0.00046606
634	321202	WASHINGTON  AVE	81560	B	2	Conventional	0.000620344
635	320770	S  22ND  ST	88220	TF	3	Conventional	0.000316536
636	320769	S  22ND  ST	88220	TF	3	Conventional	0.000192771
637	220167	S  21ST  ST	88200	B	4	Conventional	0.001301091
638	220166	S  22ND  ST	88220	B	4	Sharrow	0.001301758
639	220935	OREGON  AVE	61560	FT	2	Conventional	0.00159472
640	220937	OREGON  AVE	61560	FT	2	Conventional	0.001595397
641	220936	OREGON  AVE	61560	FT	2	Conventional	0.001940889
642	220168	OREGON  AVE	61560	TF	2	Conventional	0.001595769
643	220148	OREGON  AVE	61560	TF	2	Conventional	0.000975848
644	220149	OREGON  AVE	61560	TF	2	Conventional	0.000617523
645	220170	OREGON  AVE	61560	TF	2	Conventional	0.001598413
646	220169	OREGON  AVE	61560	TF	2	Conventional	0.001938492
647	220927	OREGON  AVE	61560	FT	2	Conventional	0.000529472
648	220928	OREGON  AVE	61560	FT	2	Conventional	0.00055215
649	220929	OREGON  AVE	61560	FT	2	Conventional	0.000496142
650	220930	OREGON  AVE	61560	FT	2	Conventional	0.000539148
651	220931	OREGON  AVE	61560	FT	2	Conventional	0.000531721
652	220932	OREGON  AVE	61560	FT	2	Conventional	0.000563881
653	220933	OREGON  AVE	61560	FT	2	Conventional	0.000557964
654	220934	OREGON  AVE	61560	FT	2	Conventional	0.000525886
655	220153	OREGON  AVE	61560	TF	2	Conventional	0.000556468
656	220152	OREGON  AVE	61560	TF	2	Conventional	0.000238391
657	220151	OREGON  AVE	61560	TF	2	Conventional	0.000249688
658	220154	OREGON  AVE	61560	TF	2	Conventional	0.000563919
659	220155	OREGON  AVE	61560	TF	2	Conventional	0.00025686
660	220439	OREGON  AVE	61560	TF	2	Conventional	0.000538064
661	220158	OREGON  AVE	61560	TF	2	Conventional	0.000497586
662	220159	OREGON  AVE	61560	TF	2	Conventional	0.000552007
663	220150	OREGON  AVE	61560	TF	2	Conventional	0.000525733
664	322323	W  PASSYUNK  AVE	63240	B	3	Conventional	0.001795549
665	321117	SNYDER  AVE	73220	B	2	Conventional	0.000650431
666	220963	OREGON  AVE	61560	FT	2	Conventional	0.000254177
667	220964	OREGON  AVE	61560	FT	2	Conventional	0.000232915
668	220965	OREGON  AVE	61560	FT	2	Conventional	0.000255587
669	220966	OREGON  AVE	61560	FT	2	Conventional	0.00023581
670	421138	CHESTNUT  ST	22820	TF	2	Bus Bike Lane	0.001610672
671	421142	SANSOM  ST	70940	FT	3	Sharrow	0.001613168
672	220960	OREGON  AVE	61560	FT	2	Conventional	0.001593186
673	620089	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.001590085
674	620088	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.001773556
675	620090	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.001585934
676	620094	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000602892
677	620091	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000346626
678	540601	W  LEHIGH  AVE	50000	B	2	Conventional	0.00165393
679	520755	W  LEHIGH  AVE	50000	B	2	Conventional	0.000563562
680	520749	W  LEHIGH  AVE	50000	B	2	Conventional	0.000555152
681	521365	W  LEHIGH  AVE	50000	B	2	Conventional	0.001613843
682	520745	W  LEHIGH  AVE	50000	B	2	Conventional	0.000657511
683	520744	W  LEHIGH  AVE	50000	B	2	Conventional	0.000350282
684	520743	W  LEHIGH  AVE	50000	B	2	Conventional	0.000557589
685	520752	W  LEHIGH  AVE	50000	B	2	Conventional	0.000568878
686	621221	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.00188609
687	620086	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.001622118
688	520836	W  LEHIGH  AVE	50000	B	2	Conventional	0.000576469
689	520835	W  LEHIGH  AVE	50000	B	2	Conventional	0.000471786
690	520783	W  LEHIGH  AVE	50000	B	2	Conventional	0.000473777
691	520780	W  LEHIGH  AVE	50000	B	2	Conventional	0.000466185
692	520779	W  LEHIGH  AVE	50000	B	2	Conventional	0.000570788
693	620248	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000551618
694	620240	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000668705
695	620241	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.00057363
696	620256	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.00106597
697	620255	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000563486
698	520747	W  LEHIGH  AVE	50000	B	2	Conventional	0.001038169
699	520482	N  15TH  ST	88070	TF	4	Sharrow	0.001565454
700	520568	N  15TH  ST	88070	TF	4	Sharrow	0.001452014
701	520604	N  15TH  ST	88070	TF	4	Sharrow	0.001448124
702	521305	N  15TH  ST	88070	TF	4	Sharrow	0.001403711
703	520329	N  33RD  ST	88440	B	2	Conventional	0.000760203
704	520281	N  33RD  ST	88440	B	2	Conventional	0.000769019
705	520142	N  33RD  ST	88440	B	2	Conventional	0.000517311
706	520194	N  33RD  ST	88440	B	2	Conventional	0.001141724
707	520207	N  33RD  ST	88440	B	2	Conventional	0.00041193
708	520252	N  33RD  ST	88440	B	2	Conventional	0.000772427
709	520125	N  33RD  ST	88440	B	2	Conventional	0.000512421
710	520133	N  33RD  ST	88440	B	2	Conventional	0.000490125
711	520108	N  33RD  ST	88440	B	2	Conventional	0.000600794
712	520083	N  33RD  ST	88440	B	2	Conventional	0.001598901
713	520777	W  LEHIGH  AVE	50000	B	2	Conventional	0.000558444
714	520646	W  LEHIGH  AVE	50000	B	2	Conventional	0.00099418
715	521925	W  LEHIGH  AVE	50000	B	2	Conventional	0.001423422
716	521725	W  LEHIGH  AVE	50000	B	2	Conventional	0.000632953
717	520775	W  LEHIGH  AVE	50000	B	2	Conventional	0.000592978
718	520776	W  LEHIGH  AVE	50000	B	2	Conventional	0.000489158
719	520645	W  LEHIGH  AVE	50000	B	2	Conventional	0.001613443
720	521716	W  LEHIGH  AVE	50000	B	2	Conventional	0.000554876
721	521654	W  LEHIGH  AVE	50000	B	2	Conventional	0.002072884
722	520022	N  33RD  ST	88440	B	3	Conventional	0.000512618
723	520025	N  33RD  ST	88440	B	3	Conventional	0.000400797
724	520030	N  33RD  ST	88440	B	3	Conventional	0.001126236
725	520034	N  33RD  ST	88440	B	3	Conventional	0.000451801
726	521657	N  33RD  ST	88440	B	3	Conventional	0.001084125
727	521413	STRAWBERRY MANSION  DR	75233	B	3	Paint Buffered	0.000276103
728	521386	W  CUMBERLAND  DR	26350	TF	3	Paint Buffered	0.001287582
729	521464	STRAWBERRY MANSION  DR	75233	B	3	Paint Buffered	0.000989441
730	521481	WOODFORD  DR	84445	TF	4	Paint Buffered	0.001235499
731	521389	W  DAUPHIN  DR	27510	B	4	Paint Buffered	0.000567429
732	520049	N  33RD  ST	88440	B	3	Conventional	0.000639408
733	520059	N  33RD  ST	88440	B	2	Conventional	0.000912965
734	520033	RIDGE  AVE	68280	B	2	Sharrow	0.000666937
735	521385	RIDGE  AVE	68280	B	2	Sharrow	0.000748135
736	520028	W  HUNTINGDON  DR	44070	FT	3	Paint Buffered	0.001279648
737	520029	RIDGE  AVE	68280	B	2	Sharrow	0.000930422
738	520655	RIDGE  AVE	68280	B	2	Sharrow	0.001620575
739	621184	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000783479
740	621186	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000766614
741	621185	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000822756
742	621188	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.000778824
743	520003	RIDGE  AVE	68280	B	3	Sharrow	0.001194306
744	621183	W  ALLEGHENY  AVE	12060	B	3	Conventional	0.001356821
745	621181	RIDGE  AVE	68280	B	3	Sharrow	0.000426973
746	521390	STRAWBERRY MANSION  DR	75233	FT	3	Paint Buffered	0.004026447
747	521480	STRAWBERRY MANSION  DR	75233	TF	3	Paint Buffered	0.003743175
748	500320	CONSHOHOCKEN  AVE	24880	B	3	Conventional	0.000793549
749	500318	CONSHOHOCKEN  AVE	24880	B	3	Conventional	0.001425648
750	500327	BRYN MAWR  AVE	19560	B	3	Conventional	0.001857341
751	521434	GREENLAND  DR	38530	FT	3	"Contraflow w Conventional, same"	0.001077542
752	521435	GREENLAND  DR	38530	FT	3	"Contraflow w Conventional, same"	0.00130317
753	521384	GREENLAND  DR	38530	B	3	Conventional	0.004692253
754	521438	GREENLAND  DR	38530	FT	3	"Contraflow w Conventional, same"	0.004169959
755	500173	N  54TH  ST	88870	B	3	Conventional	0.00012499
756	500641	UPLAND  WAY	78980	B	4	Conventional	0.001931432
757	500456	UPLAND  WAY	78980	B	4	Conventional	0.00101293
758	500455	UPLAND  WAY	78980	B	4	Conventional	0.001111936
759	500126	N  54TH  ST	88870	B	3	Conventional	0.000296794
760	500591	N  57TH  ST	88950	B	3	Conventional	0.000370801
761	300101	S  57TH  ST	88960	B	3	Conventional	0.000510777
762	320137	BALTIMORE  AVE	15620	B	2	Conventional	0.001085865
763	320158	BALTIMORE  AVE	15620	B	2	Conventional	0.001025097
764	320162	BALTIMORE  AVE	15620	B	2	Conventional	0.000578531
765	320295	KINGSESSING  AVE	47780	B	4	Conventional	0.000965735
766	300642	S  58TH  ST	88980	TF	4	Paint Buffered	0.000535004
767	300154	S  58TH  ST	88980	TF	4	Paint Buffered	0.000531497
768	300700	S  57TH  ST	88960	B	3	Conventional	0.000773285
